drugbank_id,name,type,cas_number,groups,synonyms
DB00001,Lepirudin,biotech,138068-37-8,approved,Hirudin variant-1|Lepirudin recombinant
DB00002,Cetuximab,biotech,205923-56-4,approved,"Cetuximab|Cétuximab|Cetuximabum|Immunoglobulin G 1 (human-mouse monoclonal C 225 gamma 1 - chain anti-human epidermal growt factor receptor), disulfide wit human-mouse monoclonal C 225 kappa - chain, dimer"
DB00003,Dornase alfa,biotech,143831-71-4,approved,"Deoxyribonuclease (human clone 18-1 protein moiety)|Dornase alfa, recombinant|Dornase alpha|Recombinant deoxyribonuclease (DNAse)"
DB00004,Denileukin diftitox,biotech,173146-27-5,approved|investigational,Diphtheria toxin precursor|DT|NAD(+--diphthamide ADP- ribosyltransferase)
DB00005,Etanercept,biotech,185243-69-0,approved|investigational,Etanercept-szzs|RHU TNFR:FC|RHU-TNFR:FC|TNFR-Immunoadhesin
DB00006,Bivalirudin,small molecule,128270-60-0,approved|investigational,Bivalirudina|Bivalirudinum|Hirulog
DB00007,Leuprolide,biotech,53714-56-0,approved|investigational,"(D-Leu(6),des-gly-NH2(10),pro-ethylamide(9))-gonadotropin-releasing hormone|L-Pyroglutamyl-L-histidyl-L-tryptophyl-L-seryl-L-tyrosyl-D-leucyl-L-leucyl-L-arginyl-L-proline ethylamide|Leuprorelin|Leuprorelina|Leuproreline|Leuprorelinum|PGlu-his-trp-ser-tyr-D-leu-leu-arg-pro-NHC2H5|PGlu-his-trp-ser-tyr-D-leu-leu-arg-pro-nhet"
DB00008,Peginterferon alfa-2a,biotech,198153-51-4,approved|investigational,Pegylated interferon alfa-2a|Pegylated interferon alpha2a
DB00009,Alteplase,biotech,105857-23-6,approved,"Alteplase (genetical recombination)|Alteplase, recombinant|Alteplase,recombinant|Plasminogen activator (human tissue-type protein moiety)|rt-PA|t-PA|t-plasminogen activator|Tissue plasminogen activator|Tissue plasminogen activator alteplase|Tissue plasminogen activator, recombinant|tPA"
DB00010,Sermorelin,biotech,86168-78-7,approved|withdrawn,
DB00011,Interferon alfa-n1,biotech,74899-72-2,approved|investigational,Interferon alpha-2|Interferon alpha-A|Interferon alpha-n1 (Ins)|LeIF A
DB00012,Darbepoetin alfa,biotech,209810-58-2,approved|investigational,"Darbepoetin|Darbepoetin alfa,recombinant"
DB00013,Urokinase,biotech,9039-53-6,approved|investigational|withdrawn,U-plasminogen activator|uPA|Urokinase-type plasminogen activator precursor
DB00014,Goserelin,small molecule,65807-02-5,approved,
DB00015,Reteplase,biotech,133652-38-7,approved,"Human t-PA (residues 1-3 and 176-527)|Reteplase, recombinant|Reteplase,recombinant"
DB00016,Erythropoietin,biotech,11096-26-7,approved,"E.P.O.|Epoetin alfa|Epoetin alfa rDNA|Epoetin alfa, recombinant|Epoetin beta|Epoetin beta rDNA|Epoetin epsilon|Epoetin gamma|Epoetin gamma rDNA|Epoetin kappa|Epoetin omega|Epoetin theta|Epoetin zeta|Epoetina dseta|Epoétine zêta|Epoetinum zeta|Erythropoiesis stimulating factor|Erythropoietin (human, recombinant)|Erythropoietin (recombinant human)|ESF|SH-polypeptide-72"
DB00017,Salmon Calcitonin,biotech,47931-85-1,approved|investigational,"Calcitonin (Salmon Synthetic)|Calcitonin Salmon|Calcitonin salmon recombinant|Calcitonin-salmon|Calcitonin, salmon|Recombinant salmon calcitonin|Salmon calcitonin"
DB00018,Interferon alfa-n3,biotech,,approved|investigational,
DB00019,Pegfilgrastim,biotech,208265-92-3,approved,Granulocyte colony-stimulating factor pegfilgrastim|Peg-filgrastim
DB00020,Sargramostim,biotech,123774-72-1,approved|investigational,GM-CSF
DB00021,Secretin,biotech,,approved|investigational,
DB00022,Peginterferon alfa-2b,biotech,215647-85-1,approved,
DB00023,Asparaginase,biotech,9015-68-3,approved,Asparaginase (E. coli)|Escherichia coli L-asparaginase|L-asparaginase|L-asparagine amidohydrolase
DB00024,Thyrotropin Alfa,biotech,194100-83-9,approved|vet_approved,rTSH|Thyroid stimulating hormone|Thyrotrophin-alfa|Thyrotrophin-alpha|Thyrotropin|Thyrotropin-a|Thyrotropin-alpha|Thytrophin|TSH
DB00025,"Antihemophilic factor, human recombinant",biotech,139076-62-3,approved|investigational,"Antihemophilic factor (recombinant)|Antihemophilic Factor (Recombinant), Plasma/Albumin-Free Method|Antihemophilic factor recombinant|Antihemophilic factor, recombinant|Antihemophilic factor,recombinant|Factor VIII (rDNA)|Factor VIII (Recombinant)|Factor VIII recombin|Factor VIII, recombinant|Human Factor VIII (Recombinant)|Human factor VIII recombinant|rAHF|Recombinant antihemophilic factor VIII"
DB00026,Anakinra,biotech,143090-92-0,approved,ICIL-1RA|IL-1ra|IL-1RN|IL1 inhibitor|Interleukin-1 receptor antagonist protein precursor|IRAP
DB00027,Gramicidin D,small molecule,1405-97-6,approved,Bacillus brevis gramicidin D|Gramicidin|Gramicidin A|Gramicidin B|Gramicidin C|Gramicidine
DB00028,Immune Globulin Human,biotech,9007-83-4,approved|investigational,"Human IGG|Human Immunoglobulin G|Human Normal Immunoglobulin|Immune globulin (human)|Immune Globulin Intravenous|Immune Globulin Subcutaneous|Immunoglobulin G (human)|Immunoglobulin G, Human|Intravenous Immunoglobulin|IVIg"
DB00029,Anistreplase,biotech,81669-57-0,approved,Anisoylated plasminogen streptokinase activator complex|APSAC
DB00030,Insulin Human,biotech,11061-68-0,approved|investigational,"High molecular weight insulin human|Human insulin|human insulin (rDNA)|Insulin (human)|Insulin human [rDNA origin]|Insulin Human Regular|Insulin human regular (rDNA)|Insulin human, rDNA origin|Insulin recombinant human|Insulin recombinant purified human|Insulin regular|Insulin, human|Regular Insulin, human"
DB00031,Tenecteplase,biotech,191588-94-0,approved,TNK-tPA
DB00032,Menotropins,biotech,9002-68-0,approved,Human menopausal gonadotrophin|Menotrophin|Menotropin|Menotropins (FSH;LH)
DB00033,Interferon gamma-1b,biotech,98059-61-1,approved|investigational,"IFN-gamma-1b|Interferon gamma-1b, recombinant|Interferon gamma-2a"
DB00034,"Interferon Alfa-2a, Recombinant",biotech,76543-88-9,approved|investigational,"Interferon alfa-2a|Interferon alfa-2a (recombinant)|Interferon alfa-2a, recombinant|Interferon alfa-2a,recombinant|Interferon alpha-2a|Interferon-alfa-2a|Recombinant human interferon alfa-2a|Recombinant human interferon-alfa-2a|rIFN-alpha-2a|SH-polypeptide-46"
DB00035,Desmopressin,small molecule,16679-58-6,approved,1-(3-mercaptopropionic acid)-8-D-arginine-vasopressin|1-deamino-8-D-arginine vasopressin|1-Desamino-8-D-arginine vasopressin|DDAVP|Desmopresina|Desmopressin|Desmopressine|Desmopressinum
DB00036,Coagulation factor VIIa Recombinant Human,biotech,102786-61-8,approved,Coagulation factor VIIa|Coagulation factor VIIa (recombinant)|Eptacog alfa|Eptacog alfa (activated)|rFVIIa
DB00038,Oprelvekin,biotech,145941-26-0,approved|investigational,Adipogenesis inhibitory factor|AGIF|IL-11|Interleukin-11 precursor
DB00039,Palifermin,biotech,162394-19-6,approved,24-163 fibroblast growth factor 7 (human)
DB00040,Glucagon recombinant,biotech,16941-32-5,approved,"Glucagon|Glucagon (recombinant dna origin)|Glucagon, human|Glucagon, porcine|Glucagone|Glucagonum"
DB00041,Aldesleukin,biotech,110942-02-4,approved,"125-L-serine-2-133-interleukin 2 (human reduced)|Interleukin-2 aldesleukin|Interleukin-2(2-133),125-ser|Recombinant interleukin-2 human"
DB00042,Botulinum Toxin Type B,biotech,93384-44-2,approved,Botulinum neurotoxin type B precursor|BTX-B|RimabotulinumtoxinB
DB00043,Omalizumab,biotech,242138-07-4,approved|investigational,
DB00044,Lutropin alfa,biotech,152923-57-4,approved,ICSH|Insterstiial cell-stimulating hormone|LH|LH-B|LSH- beta|LSH-B|Luteinizing hormone|Luteinizing hormone beta subunit|Lutrophin|Lutropin alpha|Lutropin beta chain precursor
DB00045,Lyme disease vaccine (recombinant OspA),biotech,,approved|withdrawn,Lipoprotein OspA antigen recombinant|Lipoprotein outer surface a borrelia burgdorferi antigen|OspA lipoprotein
DB00046,Insulin Lispro,biotech,133107-64-9,approved,"Insulin lispro (genetical recombination)|Insulin lispro (rDNA origin)|Insulin lispro protamine|Insulin lispro protamine recombinant|Insulin lispro recombinant|Insulin,lispro,human/rDNA|Insulin,lispro,protamine/rDNA"
DB00047,Insulin Glargine,biotech,160337-95-1,approved,Insulin Glargine (rDNA origin)|Insulin glargine recombinant
DB00048,Collagenase clostridium histolyticum,biotech,9001-12-1,approved|investigational,Clostridium histolyticum enzymes|Collagenase
DB00049,Rasburicase,biotech,134774-45-1,approved|investigational,Urate oxidase|Uricase
DB00050,Cetrorelix,small molecule,120287-85-6,approved|investigational,Cetrorelixum
DB00051,Adalimumab,biotech,331731-18-1,approved,Adalimumab (genetical recombination)|adalimumab-adbm|adalimumab-atto
DB00052,Somatotropin,biotech,12629-01-5,approved|investigational,Growth hormone|Growth hormone (human)|hGH|Human growth hormone|Recombinant human growth hormone|rhGH|Somatotropin (human)|Somatotropin human|Somatotropin human growth hormone|Somatropin|Somatropin (rDNA origin)|Somatropin (recombinant DNA origin)|Somatropin [rDNA origin]|Somatropin recombinant|Somatropin(recombinant DNA origin)
DB00053,Imiglucerase,biotech,154248-97-2,approved,
DB00054,Abciximab,biotech,143653-53-6,approved,7E3|7E3 antibody|Abciximab (genetical recombination)|antiGPIIBIIIa|c7E3
DB00055,Drotrecogin alfa,biotech,98530-76-8,approved|investigational|withdrawn,"Activated protein C|Blood coagulation factor XIV (human)|Drotrecogin alfa (activated)|Drotrecogin alfa (activated), lyophilized|Drotrecogin alfa activated|Drotrecogin alfa, activated|Drotrecogin-alfa|Recombinant human activated protein C (rH-APC)"
DB00056,Gemtuzumab ozogamicin,biotech,220578-59-6,approved,
DB00057,Indium In-111 satumomab pendetide,biotech,138955-27-8,approved|withdrawn,Indium (111In) satumomab pendetide|Indium In 111 satumomab pendetide|Indium-111 satumomab pendetide
DB00058,Alpha-1-proteinase inhibitor,biotech,9041-92-3,approved,"Alfa1 antitrypsin|Alpha 1-antitrypsin|Alpha 1-Proteinase Inhibitor|Alpha 1-proteinase inhibitor (human)|Alpha 1-proteinase inhibitor, human|Alpha-1 protease inhibitor|Alpha-1 proteinase inhibitor (human)|Alpha-1-antiproteinase|Alpha-1-antitrypsin|Alpha-1-proteinase Inhibitor (human)|Alpha-1-proteinase inhibitor human|Alpha-1-proteinase Inhibitor, Human|Alpha-1-proteinase inhibitor,human|Alpha1-proteinase Inhibitor|Alpha1-proteinase inhibitor (human)|alpha1-proteinase inhibitor human|API"
DB00059,Pegaspargase,biotech,130167-69-0,approved|investigational,Peg-asparaginase|Peg/L-asparaginase
DB00060,Interferon beta-1a,biotech,145258-61-3,approved|investigational,"Interferon beta 1-a|Interferon beta 1a|Interferon beta-1a (recombinant human)|Interferon beta-1a,recombinant|Interferon-beta-1a"
DB00061,Pegademase bovine,biotech,9026-93-1,approved,Adenosine aminohydrolase|Adenosine deaminase
DB00062,Human Serum Albumin,biotech,9048-46-8,approved,"Albumin (human)|Albumin human|Albumin microspheres, human|Albumin, blood|Albumin, human|Human albumin|Microspheres of human albumin|Serum albumin"
DB00063,Eptifibatide,biotech,188627-80-7,approved|investigational,Integrelin|Intrifiban
DB00065,Infliximab,biotech,170277-31-3,approved,Infliximab (genetical recombination)|Infliximab-abda|Infliximab-dyyb|Infliximab-pfizer|Infliximab-qbtx
DB00066,Follitropin,biotech,146479-72-3,approved,Follicle stimulating hormone|Follitrophin alfa|Follitrophin alpha|Follitrophin beta|Follitropin alfa|Follitropin alfa/beta|Follitropin alpha|Follitropin beta|Follitropin delta|Follitropin gamma|Follotropin recombinant|FSH|FSH alpha|FSH-a|FSH-b|FSH-beta|Recombinant human follicle stimulating hormone beta|Recombinant human follicle-stimulating hormone (r-HFSH)|rFSH-alpha
DB00067,Vasopressin,small molecule,11000-17-2,approved,"Vasopressin, unspecified"
DB00068,Interferon beta-1b,biotech,145155-23-3,approved,"Interferon beta 1b (recombinant)|Interferon beta-1b,recombinant|Interferon-beta-1b|Recombinant interferon beta-1b"
DB00069,Interferon alfacon-1,biotech,118390-30-0,approved|investigational,"CIFN|consensus interferon|IFN Alfacon-1|Interferon Consensus, Methionyl|methionyl interferon consensus|methionyl-interferon-consensus|rCon-IFN|Recombinant Consensus Interferon|Recombinant methionyl human consensus interferon"
DB00070,Hyaluronidase,biotech,488712-31-8,approved|investigational,"HYAL-1|Hyaluronidase (glycoprotein, sheep testis isoenzyme)|Hyaluronidase (ovine)|Hyaluronidase (sheep testis isoenzyme)|Hyaluronidase 1 precursor|Hyaluronidase PH-20|Hyaluronidase, ovine|Ovine hyaluronidase|Sperm adhesion molecule 1|Sperm surface protein PH-20"
DB00071,Insulin Pork,biotech,12584-58-6,approved,"Insulin (pork)|Insulin porcine|Insulin purified porcine|Insulin purified pork|Insulin, porcine|Insulin, regular, pork|Porcine insulin"
DB00072,Trastuzumab,biotech,180288-69-1,approved|investigational,RHUMAB HER2|trastuzumab-dkst
DB00073,Rituximab,biotech,174722-31-7,approved,AntiCD20
DB00074,Basiliximab,biotech,179045-86-4,approved|investigational,chimeric mouse-human antiCD25
DB00075,Muromonab,biotech,140608-64-6,approved|investigational,Anti-CD3|Muromonab-CD3
DB00076,Digoxin Immune Fab (Ovine),biotech,,approved,"Digitalis antitoxin|Digoxin Immune Fab, Ovine|Digoxin-specific Antibody Fragments|Ovine digoxin immune fab"
DB00078,Ibritumomab tiuxetan,biotech,206181-63-7,approved,Ibritumomab|mAb Murine (IGG1) Anti P19437 (CD20_MOUSE)
DB00080,Daptomycin,small molecule,103060-53-3,approved|investigational,
DB00081,Tositumomab,biotech,208921-02-2,approved|investigational,
DB00082,Pegvisomant,biotech,218620-50-9,approved,
DB00083,Botulinum Toxin Type A,biotech,93384-43-1,approved|investigational,AbobotulinumtoxinA|BoNT/A|Bontoxilysin A|Botulinum neurotoxin type A precursor|BTX-A|IncobotulinumtoxinA|OnabotulinumtoxinA
DB00085,Pancrelipase,biotech,53608-75-6,approved|investigational,Pancrealipase|Pancreatic extract pancrelipase|Pancreatic protease|Pancreatin|Pancreatinum|Pancrelipase (amylase;lipase;protease)
DB00086,Streptokinase,biotech,9002-01-1,approved|investigational,Streptokinase C precursor
DB00087,Alemtuzumab,biotech,216503-57-0,approved|investigational,
DB00088,Alglucerase,biotech,143003-46-7,approved|investigational,
DB00089,Capromab pendetide,biotech,145464-28-4,approved,(111In)-Capromab pendetide|Indium (111In) capromab pendetide|Indium 111 Capromab Pendetide|Indium In 111 capromab pendetide
DB00090,Laronidase,biotech,210589-09-6,approved,Alpha-L-iduronidase precursor
DB00091,Cyclosporine,small molecule,59865-13-3,approved|investigational|vet_approved,Ciclosporin|Ciclosporina|Ciclosporine|Ciclosporinum|CsA|CyA|Cyclosporin|Cyclosporin A
DB00092,Alefacept,biotech,222535-22-0,approved|investigational|withdrawn,ASP0485
DB00093,Felypressin,small molecule,56-59-7,approved,2-(L-phenylalanine)-8-L-lysinevasopressin|Felipresina|Felypressin|Felypressine|Felypressinum|PLV-2
DB00094,Urofollitropin,biotech,97048-13-0,approved|vet_approved,Follitropin human|Urofollitrophin
DB00095,Efalizumab,biotech,214745-43-4,approved|investigational,anti alphaL integrin|antiCD11 alpha|hu1124
DB00097,Choriogonadotropin alfa,biotech,177073-44-8,approved,Choriogonadotropin alpha|Chorionic gonadotropin (recombinant)
DB00098,Antithymocyte immunoglobulin (rabbit),biotech,,approved,"Anti-human thymocyte immunoglobulin, rabbit|Anti-T-lymphocyte immune globulin, rabbit|Anti-thymocyte globulin (rabbit)|Anti-thymocyte globulin rabbit|Antithymocyte immunoglobulin|Rabbit anti-human thymocyte globulin|Rabbit anti-human thymocyte globulin (rATG)|Rabbit anti-human thymocyte immunoglobulin|Rabbit anti-thymocyte immunoglobulin|Rabbit antithymocyte globulin|Rabbit ATG|rATG|Thymoglobulin|Thymoglobuline"
DB00099,Filgrastim,biotech,121181-53-1,approved,Filgrastim-sndz|G-CSF|Granulocyte Colony Stimulating Factor|Tbo-filgrastim
DB00100,Coagulation Factor IX (Recombinant),biotech,181054-95-5,approved,Coagulation factor IX (recombinant)|Coagulation factor IX recombinant human|Factor IX (Recombinant)|nonacog alfa|Recombinant factor IX
DB00102,Becaplermin,biotech,165101-51-9,approved|investigational,c-sis|PDGF B-chain|PDGF-2|PDGF-BB|PDGFB|Platelet-derived growth factor B chain precursor|Platelet-derived growth factor beta polypeptide|SH-POLYPEPTIDE-59
DB00103,Agalsidase beta,biotech,104138-64-9,approved|investigational,Agalsidase alfa|Alpha-D- galactoside galactohydrolase|Alpha-D-galactosidase A|Alpha-galactosidase A precursor|Melibiase
DB00104,Octreotide,small molecule,83150-76-9,approved|investigational,Octreotida|Octreotidum|Octrotide
DB00105,"Interferon Alfa-2b, Recombinant",biotech,98530-12-2,approved,Interferon alfa-2b|Interferon α-2b|Intron (Interferon α2b)|Intron A (Interferon α2b)|rIFN-alpha-2b
DB00106,Abarelix,small molecule,183552-38-7,approved|investigational|withdrawn,
DB00107,Oxytocin,biotech,50-56-6,approved|vet_approved,
DB00108,Natalizumab,biotech,189261-10-7,approved|investigational,Anti-alpha4 integrin|Anti-VLA4
DB00109,Enfuvirtide,biotech,159519-65-0,approved|investigational,
DB00110,Palivizumab,biotech,188039-54-5,approved|investigational,anti-RSV
DB00111,Daclizumab,biotech,152923-56-3,approved|investigational,Dacliximab|Daclizumab beta
DB00112,Bevacizumab,biotech,216974-75-3,approved|investigational,antiVEGF|bevacizumab-awwb
DB00113,Technetium Tc-99m arcitumomab,biotech,154361-49-6,approved|investigational,Arcitumomab technetium-99m|Technetium (99mTc) arcitumomab|Technetium Tc 99m arcitumomab|Technetium-99m arcitumomab
DB00114,Pyridoxal Phosphate,small molecule,54-47-7,approved|nutraceutical,3-hydroxy-2-methyl-5-((phosphonooxy)methyl)-4-pyridinecarboxaldehyde|3-hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde 5-phosphate|Codecarboxylase|PLP|Pyridoxal 5-monophosphoric acid ester|Pyridoxal 5-phosphate|Pyridoxal 5'-phosphate|Pyridoxal P|Pyridoxal phosphate anhydrous|Pyridoxal-5P|Pyridoxal-P
DB00115,Cyanocobalamin,small molecule,68-19-9,approved|nutraceutical,Cyanocob(III)alamin|Vitamin B12|Vitamin B12 complex|Vitamin B12 NOS
DB00116,Tetrahydrofolic acid,small molecule,135-16-0,nutraceutical,"5,6,7,8-tetrahydrofolate|5,6,7,8-tetrahydrofolic acid|Tetrahydrofolate"
DB00117,Histidine,small molecule,71-00-1,approved|nutraceutical,(S)-4-(2-Amino-2-carboxyethyl)imidazole|(S)-a-Amino-1H-imidazole-4-propanoic acid|(S)-alpha-amino-1H-Imidazole-4-propanoic acid|(S)-alpha-Amino-1H-imidazole-4-propionic acid|(S)-α-amino-1H-Imidazole-4-propanoic acid|HIS|Histidina|L-(−)-histidine|L-Histidin|L-Histidine
DB00118,Ademetionine,small molecule,29908-03-0,approved|investigational|nutraceutical,AdoMet|S-Adenosylmethionine|SAM|SAM-e|SAMe
DB00119,Pyruvic acid,small molecule,127-17-3,approved|investigational|nutraceutical,2-ketopropionic acid|2-oxopropanoic acid|2-Oxopropansäure|2-Oxopropionsäure|a-Ketopropionic acid|Acetylformic acid|acide pyruvique|alpha-ketopropionic acid|Brenztraubensäure|BTS|Pyroracemic acid|α-ketopropionic acid|α-Oxopropionsäure
DB00120,L-Phenylalanine,small molecule,63-91-2,approved|nutraceutical,(S)-2-Amino-3-phenylpropionic acid|(S)-alpha-Amino-beta-phenylpropionic acid|3-phenyl-L-alanine|beta-Phenyl-L-alanine|F|Phe|Phenylalanine|β-phenyl-L-alanine
DB00121,Biotin,small molecule,58-85-5,approved|nutraceutical,"(+)-cis-Hexahydro-2-oxo-1H-thieno[3,4]imidazole-4-valeric acid|(3AS,4S,6ar)-hexahydro-2-oxo-1H-thieno[3,4-D]imidazole-4-valeric acid|5-(2-Oxohexahydro-1H-thieno[3,4-D]imidazol-4-yl)pentanoic acid|Biotin|Biotina|Biotine|Biotinum|cis-(+)-Tetrahydro-2-oxothieno[3,4]imidazoline-4-valeric acid|cis-Hexahydro-2-oxo-1H-thieno(3,4)imidazole-4-valeric acid|cis-Tetrahydro-2-oxothieno(3,4-D)imidazoline-4-valeric acid|Coenzyme R|D-(+)-Biotin|D-Biotin|D(+)-Biotin|Vitamin B7|Vitamin H"
DB00122,Choline,small molecule,62-49-7,approved|nutraceutical,"Bilineurine|Choline|Choline ion|N-trimethylethanolamine|N,N,N-trimethylethanol-ammonium|trimethylethanolamine"
DB00123,L-Lysine,small molecule,56-87-1,approved|nutraceutical,"(S)-2,6-diaminohexanoic acid|(S)-lysine|(S)-α,ε-diaminocaproic acid|6-ammonio-L-norleucine|L-2,6-Diaminocaproic acid|L-lys|L-Lysin|LYS|Lysina|Lysine|Lysine acid|Lysinum"
DB00125,L-Arginine,small molecule,74-79-3,approved|nutraceutical,(2S)-2-amino-5-(carbamimidamido)pentanoic acid|(2S)-2-amino-5-guanidinopentanoic acid|(S)-2-amino-5-guanidinopentanoic acid|(S)-2-Amino-5-guanidinovaleric acid|Arg|Arginine|L-(+)-Arginine|L-Arg|L-Arginin|R
DB00126,Vitamin C,small molecule,50-81-7,approved|nutraceutical,acide ascorbique|ácido ascórbico|acidum ascorbicum|acidum ascorbinicum|Ascorbate|Ascorbic Acid|Ascorbicap|Ascorbinsäure|L-(+)-ascorbic acid|L-Ascorbate|L-Ascorbic Acid
DB00127,Spermine,small molecule,71-44-3,approved|nutraceutical,"4,9-Diaza-1,12-dodecanediamine|4,9-Diazadodecane-1,12-diamine|N,N'-Bis(3-aminopropyl)-1,4-butanediamine|Spermine"
DB00128,L-Aspartic Acid,small molecule,56-84-8,approved|nutraceutical,(S)-2-aminobutanedioic acid|(S)-2-aminosuccinic acid|2-Aminosuccinic acid|Asp|Aspartic acid|D|L-Asp|L-Asparaginsaeure|L-Asparaginsäure|L-Aspartate|L-Aspartic acid
DB00129,Ornithine,small molecule,70-26-8,approved|nutraceutical,"(S)-2,5-Diaminopentanoate|(S)-2,5-Diaminopentanoic acid|(S)-2,5-diaminovaleric acid|(S)-alpha,delta-Diaminovaleric acid|(S)-ornithine|(S)-α,δ-diaminovaleric acid|L-Ornithine|levo-ornithine"
DB00130,L-Glutamine,small molecule,56-85-9,approved|investigational|nutraceutical,"(2S)-2-amino-4-carbamoylbutanoic acid|(2S)-2,5-diamino-5-oxopentanoic acid|(S)-2,5-diamino-5-oxopentanoic acid|Glutamic acid 5-amide|Glutamic acid amide|Glutamine|L-(+)-glutamine|L-2-aminoglutaramic acid|L-glutamic acid γ-amide|L-Glutamin|L-Glutaminsäure-5-amid|Levoglutamide|Q"
DB00131,Adenosine monophosphate,small molecule,61-19-8,approved|investigational|nutraceutical,5'-Adenosine monophosphate|5'-Adenylic acid|5'-AMP|5'-O-Phosphonoadenosine|Adenosine 5'-(dihydrogen phosphate)|Adenosine 5'-monophosphate|Adenosine 5'-phosphate|ADENOSINE monophosphate|Adenosine phosphate|Adenosine-5'-Monophosphate|Adenosine-5'-monophosphoric acid|Adenosine-5'p|Adenosini phosphas|Adenylate|Adenylic acid|Ado5'p|AMP|Fosfato de adenosina|PAdo|Phosaden|Phosphaden|Phosphate d'adenosine
DB00132,Alpha-Linolenic Acid,small molecule,463-40-1,approved|nutraceutical,"(9,12,15)-linolenic acid|(9Z,12Z,15Z)-Octadecatrienoic acid|(Z,Z,Z)-9,12,15-octadecatrienoic acid|9-cis,12-cis,15-cis-octadecatrienoic acid|9,12,15-Octadecatrienoic acid|ALA|all-cis-9,12,15-Octadecatrienoic acid|alpha-Linolenic acid|cis-delta(9,12,15)-Octadecatrienoic acid|cis,cis,cis-9,12,15-Octadecatrienoic acid|Linolenic acid|α-linolenic acid"
DB00133,Serine,small molecule,56-45-1,approved|nutraceutical,(S)-2-Amino-3-hydroxypropanoic acid|(S)-Serine|alpha-Amino-beta-hydroxypropionic acid|beta-Hydroxyalanine|L-Serine|Ser|Serina|Serinum
DB00134,L-Methionine,small molecule,63-68-3,approved|nutraceutical,(2S)-2-amino-4-(Methylsulfanyl)butanoic acid|(S)-2-amino-4-(methylthio)butanoic acid|(S)-2-amino-4-(methylthio)butyric acid|(S)-methionine|L-(-)-Methionine|L-a-Amino-g-methylthiobutyric acid|L-alpha-amino-gamma-Methylmercaptobutyric acid|L-Methionin|L-Methionine|L-α-amino-γ-methylmercaptobutyric acid|M|Met|Methionine
DB00135,L-Tyrosine,small molecule,60-18-4,approved|nutraceutical,(−)-α-amino-p-hydroxyhydrocinnamic acid|(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid|(S)-(-)-Tyrosine|(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid|(S)-3-(p-Hydroxyphenyl)alanine|(S)-alpha-amino-4-Hydroxybenzenepropanoic acid|(S)-Tyrosine|(S)-α-amino-4-hydroxybenzenepropanoic acid|4-hydroxy-L-phenylalanine|L-Tyrosin|Tyr|Tyrosine|Y
DB00136,Calcitriol,small molecule,32222-06-3,approved|nutraceutical,"(1S,3R,5Z,7E)-9,10-secocholesta-5,7,10-triene-1,3,25-triol|(1α,3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol|(5Z,7E)-(1S,3R)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol|1-alpha-25-Dihydroxyvitamin D3|1,25-DHCC|1,25-dihydroxycholecalciferol|1α,25-dihydroxycholecalciferol|1α,25-dihydroxyvitamin D3|1α,25(OH)2D3|Calcitriol|Calcitriolum"
DB00137,Lutein,small molecule,127-40-2,approved|nutraceutical,Xanthophyll|Xantofyl
DB00138,Cystine,small molecule,56-89-3,approved|nutraceutical,"(R,R)-3,3'-dithiobis(2-aminopropanoic acid)|L-alpha-Diamino-beta-dithiolactic acid|L-Cystine|L-Dicysteine|β,β'-dithiodialanine"
DB00139,Succinic acid,small molecule,110-15-6,approved|nutraceutical,"1,2-Ethanedicarboxylic acid|Acide butanedioique|Acide succinique|Acidum succinicum|Amber acid|Asuccin|Bernsteinsaeure|Bernsteinsaure|Butandisaeure|Butanedioic acid|Butanedionic acid|Dihydrofumaric acid|e363|Ethylenesuccinic acid|HOOC-CH2-CH2-COOH|Spirit of amber|Succinate|Succinic acid"
DB00140,Riboflavin,small molecule,83-88-5,approved|nutraceutical|vet_approved,"1-Deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)pentitol|6,7-Dimethyl-9-D-ribitylisoalloxazine|7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)isoalloxazine|7,8-Dimethyl-10-ribitylisoalloxazine|E101|Lactoflavin|Lactoflavine|Riboflavina|Riboflavine|Riboflavinum|Vitamin B2|Vitamin G"
DB00141,N-Acetylglucosamine,small molecule,7512-17-6,approved|investigational|nutraceutical,2-Acetamido-2-deoxy-D-glucose|aldehydo-N-acetyl-D-glucosamine|D-GlcNAc|N-Acetyl-D-glucosamine|N-Acetylchitosamine
DB00142,Glutamic Acid,small molecule,56-86-0,approved|nutraceutical,(2S)-2-Aminopentanedioic acid|(S)-2-Aminopentanedioic acid|(S)-Glutamic acid|Glu|L-Glutamate|L-Glutamic acid|L-Glutaminic acid
DB00143,Glutathione,small molecule,70-18-8,approved|investigational|nutraceutical,5-L-Glutamyl-L-cysteinylglycine|gamma-L-Glutamyl-L-cysteinyl-glycine|Glutathione|Glutathione-SH|GSH|N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine|Reduced glutathione
DB00144,Phosphatidyl serine,small molecule,1446756-47-3,approved|nutraceutical,Phosphatidyl-L-serine|Phosphatidylserine|PS|Ptd-L-Ser
